# # UCl3                                                         FEFF 10.0.0 
# # POT  SCF 100  7.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=92 Rmt= 1.843 Rnm= 1.937 M4 shell
# # Pot 1 Z=92 Rmt= 1.848 Rnm= 1.943
# # Pot 2 Z=17 Rmt= 1.478 Rnm= 1.553
# # Gam_ch=4.224E+00 H-L exch Vi=-7.500E-01 Vr= 0.000E+00
# # Mu=-5.685E+00eV kf=1.677E+00 Vint=-1.101E+01eV Rs_int= 2.163
# FMS rfms=10.0000
# # PATH  Rmax=-1.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000  Temp=   0.00  Debye_temp=   0.00  Global_sig2= 0.00000
#  Energy zero shift, vr, vi    0.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#     0/   0 paths used
#  xsedge+ 50, used to normalize mu           1.8039E-03
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
      3768.7949525518       37.0726448000        3.3500000209    8.9563153500E-01    9.3547598626E-01   -3.9844451262E-02
      3770.0808222518       38.3585145000        3.4000001260    9.1167383676E-01    9.3852794062E-01   -2.6854103859E-02
      3771.3857417518       39.6634340000        3.4500000276    9.2761492414E-01    9.4274437814E-01   -1.5129453998E-02
      3772.7097111518       40.9874034000        3.5000000993    9.4112542209E-01    9.4789439059E-01   -6.7689685051E-03
      3774.0527305518       42.3304228000        3.5500000941    9.5155830995E-01    9.5344481803E-01   -1.8865080835E-03
      3775.4147998518       43.6924921000        3.6000000152    9.6128935492E-01    9.5945549401E-01    1.8338609117E-03
      3776.7959190518       45.0736113000        3.6499999822    9.7414153333E-01    9.6630982329E-01    7.8317100403E-03
      3778.1960881518       46.4737804000        3.6999999933    9.9241813119E-01    9.7361610574E-01    1.8802025449E-02
      3779.6153072518       47.8929995000        3.7500000468    1.0159062456E+00    9.8069416600E-01    3.5212079584E-02
      3781.0535762518       49.3312685000        3.8000000288    1.0428622860E+00    9.8773459153E-01    5.5127694487E-02
      3782.5108950518       50.7885873000        3.8499998317    1.0694706602E+00    9.9484181998E-01    7.4628840170E-02
      3783.9872639518       52.2649562000        3.9000000081    1.0901779682E+00    1.0019369146E+00    8.8241053668E-02
      3785.4826826518       53.7603749000        3.9499996816    1.0989956410E+00    1.0085369234E+00    9.0458717584E-02
      3786.9971512518       55.2748435000        3.9999999354    1.0932198036E+00    1.0144337164E+00    7.8786087133E-02
      3788.5306698518       56.8083621000        4.0500001173    1.0758029466E+00    1.0198441725E+00    5.5958774099E-02
      3790.0832383518       58.3609306000        4.1000000222    1.0529426681E+00    1.0245691737E+00    2.8373494382E-02
      3791.6548567518       59.9325490000        4.1500002756    1.0302407720E+00    1.0281044729E+00    2.1362990943E-03
      3793.2455251518       61.5232174000        4.2000000543    1.0110195193E+00    1.0305247177E+00   -1.9505198411E-02
      3794.8552433518       63.1329356000        4.2500001763    9.9594345155E-01    1.0320376397E+00   -3.6094188179E-02
      3796.4840115518       64.7617038000        4.3000000356    9.8484208850E-01    1.0328554937E+00   -4.8013405249E-02
      3798.1318296518       66.4095219000        4.3500002285    9.7762472864E-01    1.0328242253E+00   -5.5199496623E-02
      3799.7986976518       68.0763899000        4.3999999696    9.7409810260E-01    1.0316101369E+00   -5.7512034310E-02
      3801.4846155518       69.7623078000        4.4500002307    9.7359028945E-01    1.0295192278E+00   -5.5928938308E-02
      3803.1895834518       71.4672757000        4.4999998594    9.7382500300E-01    1.0266461140E+00   -5.2821111028E-02
      3804.9136011518       73.1912934000        4.5500001862    9.7270277200E-01    1.0228704381E+00   -5.0167666100E-02
      3806.6566688518       74.9343611000        4.5999998929    9.7045580944E-01    1.0183084788E+00   -4.7852669343E-02
      3808.4187865518       76.6964788000        4.6500000980    9.6864727828E-01    1.0131859470E+00   -4.4538668769E-02
      3810.1999540518       78.4776463000        4.6999998798    9.6851022714E-01    1.0076980585E+00   -3.9187831379E-02
